시점,행정구역별(1),행정구역별(2),음주운전교통사고 비율,음주운전 교통사고발생건수,교통사고 발생건수
2020,경상북도,경주시,8.1,106,1312
2020,경상북도,김천시,8.5,49,578
2020,경상북도,안동시,7.3,68,929
2020,경상북도,구미시,10.6,179,1693
2020,경상북도,영주시,6.9,29,419
2020,경상북도,영천시,7.8,56,717
2020,경상북도,상주시,7.9,43,544
2020,경상북도,문경시,7.6,26,344
2020,경상북도,경산시,9.9,108,1089
2020,경상북도,군위군,5.7,6,106
2020,경상북도,의성군,4.3,10,233
2020,경상북도,청송군,3.3,2,60
2020,경상북도,영양군,12.7,10,79
2020,경상북도,영덕군,5.7,13,229
2020,경상북도,청도군,8.6,15,175
2020,경상북도,고령군,7.7,12,156
2020,경상북도,성주군,10.2,26,254
2020,경상북도,칠곡군,13.8,104,752
2020,경상북도,예천군,6.8,13,191
2020,경상북도,봉화군,8.1,11,136
2020,경상북도,울진군,8.7,11,127
2020,경상북도,울릉군,-,-,13
2020,경상남도,소계,8.7,1023,11739
2020,경상남도,진주시,14.5,95,656
2020,경상남도,통영시,8.3,57,685
2020,경상남도,사천시,9,56,624
2020,경상남도,김해시,8.2,173,2105
2020,경상남도,밀양시,8.3,41,496
2020,경상남도,거제시,8.2,67,820
2020,경상남도,양산시,7.4,92,1240
2020,경상남도,창원시,8.5,253,2978
2020,경상남도,의령군,2.4,3,126
2020,경상남도,함안군,8.5,25,294
2020,경상남도,창녕군,10.9,36,331
2020,경상남도,고성군,10.1,26,257
2020,경상남도,남해군,6.8,14,207
2020,경상남도,하동군,7.8,9,116
2020,경상남도,산청군,7.1,13,183
2020,경상남도,함양군,8.6,13,152
2020,경상남도,거창군,11.9,30,253
2020,경상남도,합천군,9.3,20,216
2020,제주특별자치도,소계,9,362,4030
2020,제주특별자치도,제주시,8.9,255,2879
2020,제주특별자치도,서귀포시,9.3,107,1151
