시도,시군구,기준년도,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020
시도,시군구,기준년도,제1종,제2종,연습면허,무면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음
서울,영등포구,부상자수,267,159,-,23,1,271,119,-,13,-,-,203,110,-,24,-,-,215,109,2,12,-,-,-,227,96,-,8,-,-,-,183,76,-,7,-,-,226,108,2,8,3,-,-,189,108,-,4,-,-,-,145,52,-,3,-,-,12,133,85,-,2,-,-,1
서울,동작구,사고건수,75,34,-,8,-,79,35,-,10,-,-,71,30,-,9,1,-,43,23,-,6,-,-,-,73,36,-,5,-,-,-,47,26,-,6,-,1,71,24,-,6,-,-,-,55,23,-,-,-,-,1,33,25,-,7,-,-,2,56,23,-,5,-,-,2
서울,동작구,사망자수,1,0,-,0,-,0,0,-,0,-,-,1,0,-,0,0,-,0,0,-,0,-,-,-,1,0,-,0,-,-,-,0,0,-,0,-,0,1,0,-,1,-,-,-,1,0,-,-,-,-,0,0,0,-,0,-,-,0,1,0,-,0,-,-,0
서울,동작구,부상자수,126,49,-,13,-,141,59,-,12,-,-,119,53,-,13,2,-,74,38,-,6,-,-,-,151,59,-,13,-,-,-,77,50,-,7,-,1,129,46,-,10,-,-,-,107,47,-,-,-,-,1,84,47,-,11,-,-,2,105,27,-,8,-,-,2
서울,관악구,사고건수,113,42,-,11,1,87,37,-,9,-,1,103,38,-,8,-,-,79,35,-,10,-,-,-,93,42,-,6,-,-,-,55,27,1,3,-,-,52,31,-,6,-,-,-,76,25,-,2,-,1,-,61,30,-,2,-,1,1,58,28,-,4,-,-,1
서울,관악구,사망자수,1,0,-,1,0,0,0,-,1,-,0,0,1,-,0,-,-,2,0,-,0,-,-,-,2,0,-,0,-,-,-,3,1,0,0,-,-,0,0,-,0,-,-,-,0,0,-,0,-,0,-,0,0,-,0,-,0,0,1,0,-,0,-,-,0
서울,관악구,부상자수,197,73,-,17,2,144,59,-,14,-,1,180,68,-,14,-,-,143,58,-,12,-,-,-,160,71,-,14,-,-,-,94,41,2,5,-,-,79,41,-,10,-,-,-,131,34,-,2,-,2,-,100,44,-,3,-,1,1,82,42,-,5,-,-,1
서울,강남구,사고건수,257,191,2,28,-,281,213,-,27,-,1,253,197,1,16,1,-,217,175,-,32,1,1,-,240,212,-,18,-,-,-,212,169,2,19,2,2,200,182,-,20,-,1,-,190,161,-,20,1,1,-,132,144,-,15,1,-,1,196,131,1,15,-,-,-
서울,강남구,사망자수,4,1,0,0,-,2,2,-,0,-,0,0,5,0,0,0,-,0,0,-,0,0,0,-,1,2,-,0,-,-,-,3,2,0,0,0,0,1,0,-,0,-,0,-,1,0,-,0,0,0,-,1,0,-,0,0,-,0,2,1,0,0,-,-,-
서울,강남구,부상자수,503,376,4,50,-,523,397,-,49,-,1,485,395,1,27,2,-,388,319,-,56,2,1,-,448,376,-,33,-,-,-,402,307,4,29,3,3,341,313,-,36,-,2,-,347,293,-,35,1,1,-,215,285,-,21,1,-,1,353,242,1,18,-,-,-
