서울,강동구,부상자수,171,14,29,11,12,21,22,7,14,10,8,11,12,162,3,12,18,18,14,19,21,15,6,11,11,14,108,7,6,10,4,6,15,11,6,5,10,14,14,100,6,6,10,6,15,10,5,10,17,5,5,5
서울,송파구,사고건수,207,18,14,18,17,13,12,21,19,16,14,28,17,199,22,22,12,26,19,12,21,17,12,12,14,10,161,17,5,5,12,19,19,11,16,13,19,13,12,148,10,20,7,11,17,10,14,8,12,11,18,10
서울,송파구,사망자수,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
서울,송파구,부상자수,374,32,28,30,27,30,29,32,34,35,19,49,29,344,36,37,24,49,36,15,44,31,15,19,23,15,295,31,5,6,20,41,32,18,34,25,40,17,26,243,16,32,11,15,29,22,19,19,20,19,22,19
서울,서초구,사고건수,182,14,14,16,19,16,11,19,13,13,15,10,22,173,18,14,16,14,21,10,10,13,11,17,17,12,152,13,9,15,11,12,12,8,9,11,12,22,18,165,5,17,14,15,13,15,17,14,13,15,15,12
서울,서초구,사망자수,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,서초구,부상자수,330,29,20,31,34,26,18,37,21,31,28,16,39,279,33,24,28,16,37,14,21,20,13,23,24,26,248,26,20,19,23,17,22,10,14,13,17,36,31,281,6,34,25,26,21,26,34,22,20,22,29,16
서울,양천구,사고건수,96,6,8,4,6,10,5,10,12,9,8,11,7,91,11,7,14,6,9,8,8,7,2,8,6,5,64,5,3,4,3,7,4,3,6,4,6,8,11,79,5,13,10,3,8,3,6,5,9,8,5,4
서울,양천구,사망자수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,양천구,부상자수,183,13,12,7,9,18,7,23,25,20,16,19,14,152,14,16,23,8,17,16,14,13,4,15,7,5,121,13,7,7,3,10,10,4,9,7,8,13,30,128,11,17,12,8,11,6,9,6,14,19,11,4
서울,중랑구,사고건수,80,7,8,5,6,11,6,8,6,3,7,6,7,82,9,5,9,7,6,2,5,9,6,15,7,2,74,2,7,6,11,3,7,8,7,5,9,7,2,67,6,7,6,3,7,8,3,5,6,3,7,6
서울,중랑구,사망자수,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,중랑구,부상자수,149,17,17,7,12,28,8,13,11,4,13,6,13,122,19,5,9,13,7,2,7,11,10,24,13,2,102,2,8,9,18,3,10,10,9,6,13,10,4,92,8,12,9,3,8,13,3,5,10,4,10,7
서울,노원구,사고건수,114,14,13,14,9,10,9,6,7,8,12,4,8,110,6,11,7,9,11,8,10,11,11,10,8,8,93,7,4,11,6,14,8,7,4,13,7,7,5,86,1,7,7,17,5,8,5,8,9,3,8,8
서울,노원구,사망자수,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,노원구,부상자수,180,25,15,21,21,17,11,10,10,11,23,6,10,186,12,17,16,12,14,11,20,17,25,14,13,15,147,16,9,14,6,23,12,14,8,18,8,11,8,132,1,7,12,22,10,9,7,11,12,8,19,14
서울,광진구,사고건수,77,5,2,2,4,7,8,5,9,9,13,9,4,107,8,8,10,7,9,9,7,13,10,8,10,8,62,7,3,5,7,8,7,2,5,6,4,2,6,83,5,5,4,6,4,10,11,6,10,8,9,5
서울,광진구,사망자수,2,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,광진구,부상자수,134,7,4,3,10,12,14,7,19,12,22,17,7,173,12,10,13,11,15,19,16,19,15,19,14,10,100,18,4,5,10,8,11,5,11,10,8,2,8,138,8,10,8,9,6,18,20,6,16,9,19,9
서울,강북구,사고건수,85,4,11,8,11,4,6,5,8,9,10,3,6,77,5,4,7,8,9,2,9,5,4,7,7,10,60,4,2,7,2,8,5,3,5,9,7,6,2,44,6,4,3,2,4,6,4,3,2,2,7,1
서울,강북구,사망자수,3,0,0,1,1,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
서울,강북구,부상자수,128,6,16,9,16,4,9,6,17,16,15,4,10,145,8,10,15,18,21,2,20,8,5,10,10,18,102,9,4,10,3,17,9,4,9,14,11,8,4,73,9,6,6,3,5,9,8,5,2,5,12,3
서울,금천구,사고건수,68,4,8,3,3,4,5,3,6,2,9,10,11,93,8,9,11,6,11,3,9,7,13,9,2,5,76,2,3,7,8,5,5,5,10,3,8,6,14,90,7,11,6,6,5,8,8,9,5,9,8,8
서울,금천구,사망자수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
서울,금천구,부상자수,141,9,15,3,4,4,8,4,14,2,33,26,19,188,25,21,16,8,23,6,15,18,26,18,3,9,117,3,4,8,12,7,11,5,13,9,14,9,22,124,10,13,6,9,6,10,10,11,8,15,9,17
부산,합계,사고건수,709,69,45,66,62,59,45,63,56,64,58,66,56,743,61,46,65,52,62,61,60,84,86,66,52,48,636,35,43,62,47,51,56,50,53,47,50,81,61,742,46,39,60,72,62,72,81,73,56,66,52,63
부산,합계,사망자수,20,0,4,1,2,1,1,1,0,4,3,0,3,10,1,0,0,4,0,0,1,1,2,1,0,0,10,1,1,2,0,2,1,0,0,0,0,3,0,5,1,0,1,0,0,0,0,0,1,1,1,0
부산,합계,부상자수,"1,163",126,67,93,94,108,77,117,100,90,99,104,88,"1,237",108,71,122,98,93,98,103,130,139,114,83,78,"1,009",57,65,100,82,76,88,66,72,83,81,129,110,"1,187",72,56,98,124,98,121,130,103,86,124,83,92
부산,중구,사고건수,16,2,-,2,-,2,1,1,2,-,-,2,4,21,2,1,3,2,1,2,1,3,2,3,-,1,10,2,-,1,1,-,1,1,1,1,1,1,-,10,1,-,1,1,1,1,1,1,-,2,1,-
부산,중구,사망자수,1,0,-,0,-,1,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,-,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0,-,0,0,-
부산,중구,부상자수,24,4,-,3,-,5,1,1,3,-,-,2,5,35,2,1,4,2,2,3,6,8,3,3,-,1,15,2,-,1,2,-,1,2,1,1,2,3,-,15,2,-,1,1,3,1,3,1,-,2,1,-
부산,서구,사고건수,20,1,3,4,1,1,1,2,1,2,1,1,2,16,1,-,2,1,-,2,-,1,5,1,3,-,28,-,3,1,3,1,2,4,3,-,6,2,3,21,1,1,3,2,-,2,3,1,-,5,-,3
부산,서구,사망자수,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-,0,0,-,0,-,0,1,0,0,-,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,-,0,-,0
부산,서구,부상자수,27,1,2,4,3,2,1,3,1,2,3,2,3,28,1,-,7,1,-,3,-,1,7,1,7,-,35,-,3,2,4,1,3,4,3,-,10,2,3,30,1,1,3,3,-,4,6,1,-,8,-,3
