"가해자음주정도별","주야별","월별","시점","사고건수[건]","사망자수[명]","부상자수[명]",
"측정불능","야","12월","2009 년","7","0","12",
"측정불능","야","12월","2010 년","6","0","10",
"측정불능","야","12월","2011 년","5","0","7",
"측정불능","야","12월","2012 년","7","3","11",
"측정불능","야","12월","2013 년","7","1","7",
"측정불능","야","12월","2014 년","5","1","11",
"측정불능","야","12월","2015 년","7","0","9",
"측정불능","야","12월","2016 년","8","0","15",
"측정불능","야","12월","2017 년","11","0","14",
"측정불능","야","12월","2018 년","12","0","19",
"측정불능","야","12월","2019 년","24","3","31",
"측정불능","야","12월","2020 년","1","0","1",
"해당 없음","주","전체","2005 년","102645","2494","162490",
"해당 없음","주","전체","2006 년","98832","2501","155274",
"해당 없음","주","전체","2007 년","98919","2411","155266",
"해당 없음","주","전체","2008 년","103370","2292","161153",
"해당 없음","주","전체","2009 년","112444","2404","173551",
"해당 없음","주","전체","2010 년","108061","2264","166064",
"해당 없음","주","전체","2011 년","106367","2166","161623",
"해당 없음","주","전체","2017 년","83233","1228","124318",
"해당 없음","주","전체","2018 년","86043","1134","128508",
"해당 없음","주","전체","2019 년","95901","999","144047",
"해당 없음","주","전체","2020 년","114297","1407","166956",
"해당 없음","주","1월","2005 년","7485","191","12160",
"해당 없음","주","1월","2006 년","6940","165","11158",
"해당 없음","주","1월","2007 년","6963","204","11098",
"해당 없음","주","1월","2008 년","6775","173","10689",
"해당 없음","주","1월","2009 년","7894","193","13169",
"해당 없음","주","1월","2010 년","7875","170","12590",
"해당 없음","주","1월","2011 년","7605","171","11776",
"해당 없음","주","1월","2017 년","7447","140","11552",
"해당 없음","주","1월","2018 년","5762","89","8583",
"해당 없음","주","1월","2019 년","6760","93","10026",
"해당 없음","주","1월","2020 년","6839","90","10280",
"해당 없음","주","2월","2005 년","6151","142","10143",
"해당 없음","주","2월","2006 년","6700","140","10699",
"해당 없음","주","2월","2007 년","6894","160","11123",
"해당 없음","주","2월","2008 년","6591","156","10829",
"해당 없음","주","2월","2009 년","7113","164","10958",
"해당 없음","주","2월","2010 년","7523","145","11860",
"해당 없음","주","2월","2011 년","6591","135","10197",
"해당 없음","주","2월","2017 년","6535","95","9790",
"해당 없음","주","2월","2018 년","6197","76","9507",
"해당 없음","주","2월","2019 년","6130","65","9453",
"해당 없음","주","2월","2020 년","6850","69","9919",
"해당 없음","주","3월","2005 년","7943","189","12050",
"해당 없음","주","3월","2006 년","7966","186","11948",
"해당 없음","주","3월","2007 년","8128","161","12582",
"해당 없음","주","3월","2008 년","7683","186","11693",
"해당 없음","주","3월","2009 년","8679","159","13240",
"해당 없음","주","3월","2010 년","8404","157","12810",
"해당 없음","주","3월","2011 년","8128","122","12060",
"해당 없음","주","3월","2017 년","6772","71","9980",
"해당 없음","주","3월","2018 년","6662","86","9684",
"해당 없음","주","3월","2019 년","7708","77","11486",
"해당 없음","주","3월","2020 년","7488","95","11046",
"해당 없음","주","4월","2005 년","8769","199","13596",
"해당 없음","주","4월","2006 년","8491","177","13533",
"해당 없음","주","4월","2007 년","8569","188","13465",
"해당 없음","주","4월","2008 년","8362","187","12970",
"해당 없음","주","4월","2009 년","9395","173","14257",
"해당 없음","주","4월","2010 년","8699","171","13016",
"해당 없음","주","4월","2011 년","8767","157","13391",
"해당 없음","주","4월","2017 년","6370","74","9557",
"해당 없음","주","4월","2018 년","7124","75","10508",
"해당 없음","주","4월","2019 년","8186","81","12325",
"해당 없음","주","4월","2020 년","9346","110","13672",
"해당 없음","주","5월","2005 년","9394","231","14464",
"해당 없음","주","5월","2006 년","9198","220","14368",
"해당 없음","주","5월","2007 년","9394","206","14634",
"해당 없음","주","5월","2008 년","9708","192","15375",
"해당 없음","주","5월","2009 년","9848","223","15110",
"해당 없음","주","5월","2010 년","9940","188","15357",
"해당 없음","주","5월","2011 년","9549","164","14534",
"해당 없음","주","5월","2017 년","6747","98","9966",
"해당 없음","주","5월","2018 년","7495","85","11262",
"해당 없음","주","5월","2019 년","9049","100","13634",
"해당 없음","주","5월","2020 년","10571","125","15519",
"해당 없음","주","6월","2005 년","8891","202","13894",
"해당 없음","주","6월","2006 년","8077","185","12370",
"해당 없음","주","6월","2007 년","8589","228","13095",
"해당 없음","주","6월","2008 년","9029","179","13766",
"해당 없음","주","6월","2009 년","9606","198","14342",
"해당 없음","주","6월","2010 년","9248","198","13645",
"해당 없음","주","6월","2011 년","8959","177","13686",
"해당 없음","주","6월","2017 년","6747","87","9924",
"해당 없음","주","6월","2018 년","7423","87","10985",
"해당 없음","주","6월","2019 년","8112","86","12305",
"해당 없음","주","6월","2020 년","11103","104","16210",
"해당 없음","주","7월","2005 년","8938","220","14358",
"해당 없음","주","7월","2006 년","8108","203","12898",
"해당 없음","주","7월","2007 년","8313","210","13175",
"해당 없음","주","7월","2008 년","9588","190","15054",
"해당 없음","주","7월","2009 년","9840","205","15088",
"해당 없음","주","7월","2010 년","9150","185","14117",
"해당 없음","주","7월","2011 년","9122","198","13939",
"해당 없음","주","7월","2017 년","6595","101","10040",
"해당 없음","주","7월","2018 년","7545","101","11528",
"해당 없음","주","7월","2019 년","8361","75","12363",
"해당 없음","주","7월","2020 년","10227","113","15052",
"해당 없음","주","8월","2005 년","9015","215","15191",
"해당 없음","주","8월","2006 년","8815","232","14508",
"해당 없음","주","8월","2007 년","8623","199","14487",
"해당 없음","주","8월","2008 년","8920","194","14410",
"해당 없음","주","8월","2009 년","9946","210","16123",
"해당 없음","주","8월","2010 년","9343","165","15106",
"해당 없음","주","8월","2011 년","9402","198","14766",
"해당 없음","주","8월","2017 년","6943","111","10464",
"해당 없음","주","8월","2018 년","7450","102","11461",
"해당 없음","주","8월","2019 년","8384","82","12978",
"해당 없음","주","8월","2020 년","10037","150","14993",
"해당 없음","주","9월","2005 년","8814","217","13791",
"해당 없음","주","9월","2006 년","8733","219","13456",
"해당 없음","주","9월","2007 년","8347","185","13232",
"해당 없음","주","9월","2008 년","8746","201","13545",
"해당 없음","주","9월","2009 년","10475","199","15663",
"해당 없음","주","9월","2010 년","9150","168","14320",
"해당 없음","주","9월","2011 년","9600","196","14585",
"해당 없음","주","9월","2017 년","7797","112","11717",
"해당 없음","주","9월","2018 년","7340","88","11177",
"해당 없음","주","9월","2019 년","7855","79","11919",
"해당 없음","주","9월","2020 년","10589","151","15178",
"해당 없음","주","10월","2005 년","9505","254","14961",
"해당 없음","주","10월","2006 년","8797","263","14103",
"해당 없음","주","10월","2007 년","8980","242","13940",
"해당 없음","주","10월","2008 년","9593","210","14748",
"해당 없음","주","10월","2009 년","10559","226","16218",
"해당 없음","주","10월","2010 년","10149","252","15317",
"해당 없음","주","10월","2011 년","10000","213","15029",
"해당 없음","주","10월","2017 년","7074","117","10659",
"해당 없음","주","10월","2018 년","8029","130","11700",
"해당 없음","주","10월","2019 년","8757","95","13068",
"해당 없음","주","10월","2020 년","11137","150","16179",
"해당 없음","주","11월","2005 년","9231","244","14400",
"해당 없음","주","11월","2006 년","9068","263","13979",
"해당 없음","주","11월","2007 년","8580","202","13170",
"해당 없음","주","11월","2008 년","9632","213","14722",
"해당 없음","주","11월","2009 년","9702","210","14767",
"해당 없음","주","11월","2010 년","9869","253","14597",
"해당 없음","주","11월","2011 년","9665","204","14453",
"해당 없음","주","11월","2017 년","7439","124","10822",
"해당 없음","주","11월","2018 년","7872","103","11575",
"해당 없음","주","11월","2019 년","8859","90","13109",
"해당 없음","주","11월","2020 년","10710","131","15559",
"해당 없음","주","12월","2005 년","8509","190","13482",
"해당 없음","주","12월","2006 년","7939","248","12254",
"해당 없음","주","12월","2007 년","7539","226","11265",
"해당 없음","주","12월","2008 년","8743","211","13352",
"해당 없음","주","12월","2009 년","9387","244","14616",
"해당 없음","주","12월","2010 년","8711","212","13329",
"해당 없음","주","12월","2011 년","8979","231","13207",
"해당 없음","주","12월","2017 년","6767","98","9847",
"해당 없음","주","12월","2018 년","7144","112","10538",
"해당 없음","주","12월","2019 년","7740","76","11381",
"해당 없음","주","12월","2020 년","9400","119","13349",
"해당 없음","야","전체","2005 년","81745","2758","127598",
"해당 없음","야","전체","2006 년","81775","2653","126733",
"해당 없음","야","전체","2007 년","81158","2528","125255",
"해당 없음","야","전체","2008 년","82435","2411","125415",
"해당 없음","야","전체","2009 년","87851","2336","133123",
"해당 없음","야","전체","2010 년","86386","2234","130400",
"해당 없음","야","전체","2011 년","82769","2118","123657",
"해당 없음","야","전체","2017 년","51176","1140","75647",
"해당 없음","야","전체","2018 년","51276","1032","74661",
"해당 없음","야","전체","2019 년","54587","868","80441",
"해당 없음","야","전체","2020 년","64121","1117","92597",
"해당 없음","야","1월","2005 년","5960","238","9641",
"해당 없음","야","1월","2006 년","5796","178","9365",
"해당 없음","야","1월","2007 년","5822","173","9163",
"해당 없음","야","1월","2008 년","5748","197","8877",
"해당 없음","야","1월","2009 년","6364","206","10055",
"해당 없음","야","1월","2010 년","6751","196","10577",
"해당 없음","야","1월","2011 년","6348","163","9403",
"해당 없음","야","1월","2017 년","5206","112","7826",
"해당 없음","야","1월","2018 년","3959","95","5802",
"해당 없음","야","1월","2019 년","4275","81","6201",
"해당 없음","야","1월","2020 년","4132","75","6144",
"해당 없음","야","2월","2005 년","5079","202","8038",
"해당 없음","야","2월","2006 년","5516","166","8577",
"해당 없음","야","2월","2007 년","5674","198","8742",
"해당 없음","야","2월","2008 년","5460","180","8630",
"해당 없음","야","2월","2009 년","6086","162","9352",
"해당 없음","야","2월","2010 년","6003","193","9117",
"해당 없음","야","2월","2011 년","5449","140","8387",
"해당 없음","야","2월","2017 년","4516","103","6815",
"해당 없음","야","2월","2018 년","4109","82","6046",
"해당 없음","야","2월","2019 년","3920","55","5879",
"해당 없음","야","2월","2020 년","4392","67","6281",
"해당 없음","야","3월","2005 년","6286","213","9643",
"해당 없음","야","3월","2006 년","6342","203","9714",
"해당 없음","야","3월","2007 년","7155","198","11115",
"해당 없음","야","3월","2008 년","6401","214","9902",
"해당 없음","야","3월","2009 년","6885","211","10146",
"해당 없음","야","3월","2010 년","6879","170","10245",
"해당 없음","야","3월","2011 년","6235","160","9162",
"해당 없음","야","3월","2017 년","4255","84","6256",
"해당 없음","야","3월","2018 년","4000","91","5750",
"해당 없음","야","3월","2019 년","4451","67","6526",
"해당 없음","야","3월","2020 년","4244","75","6132",
"해당 없음","야","4월","2005 년","6749","214","10545",
"해당 없음","야","4월","2006 년","6780","199","10410",
"해당 없음","야","4월","2007 년","6790","179","10496",
"해당 없음","야","4월","2008 년","6549","183","9880",
"해당 없음","야","4월","2009 년","7170","168","10811",
"해당 없음","야","4월","2010 년","7050","135","10553",
"해당 없음","야","4월","2011 년","6943","182","10283",
"해당 없음","야","4월","2017 년","3697","61","5537",
"해당 없음","야","4월","2018 년","4115","87","6001",
"해당 없음","야","4월","2019 년","4475","73","6570",
"해당 없음","야","4월","2020 년","5051","77","7368",
"해당 없음","야","5월","2005 년","7138","244","10843",
"해당 없음","야","5월","2006 년","7177","193","11233",
"해당 없음","야","5월","2007 년","7122","217","11055",
"해당 없음","야","5월","2008 년","7265","210","11058",
"해당 없음","야","5월","2009 년","7572","188","11638",
"해당 없음","야","5월","2010 년","7567","169","11272",
"해당 없음","야","5월","2011 년","7134","150","10693",
"해당 없음","야","5월","2017 년","3702","82","5456",
"해당 없음","야","5월","2018 년","4185","66","6200",
"해당 없음","야","5월","2019 년","4770","73","7080",
"해당 없음","야","5월","2020 년","5712","95","8330",
"해당 없음","야","6월","2005 년","6787","182","10550",
"해당 없음","야","6월","2006 년","6755","180","10224",
"해당 없음","야","6월","2007 년","6944","205","10658",
"해당 없음","야","6월","2008 년","7232","169","10761",
"해당 없음","야","6월","2009 년","7126","154","10517",
"해당 없음","야","6월","2010 년","7179","186","10547",
"해당 없음","야","6월","2011 년","6890","157","10282",
"해당 없음","야","6월","2017 년","3830","69","5585",
"해당 없음","야","6월","2018 년","4119","63","6073",
"해당 없음","야","6월","2019 년","4504","64","6645",
"해당 없음","야","6월","2020 년","6101","118","8891",
"해당 없음","야","7월","2005 년","7134","209","11064",
"해당 없음","야","7월","2006 년","7213","211","11251",
"해당 없음","야","7월","2007 년","7046","181","10797",
"해당 없음","야","7월","2008 년","7431","177","11224",
"해당 없음","야","7월","2009 년","7638","177","11611",
"해당 없음","야","7월","2010 년","7202","186","10943",
"해당 없음","야","7월","2011 년","7155","177","10531",
"해당 없음","야","7월","2017 년","4121","90","6142",
"해당 없음","야","7월","2018 년","4349","90","6340",
"해당 없음","야","7월","2019 년","4467","58","6625",
"해당 없음","야","7월","2020 년","6033","102","8785",
"해당 없음","야","8월","2005 년","7301","236","11639",
"해당 없음","야","8월","2006 년","7142","244","11350",
"해당 없음","야","8월","2007 년","6776","210","10624",
"해당 없음","야","8월","2008 년","7143","220","10958",
"해당 없음","야","8월","2009 년","7508","199","11649",
"해당 없음","야","8월","2010 년","7354","171","11241",
"해당 없음","야","8월","2011 년","6939","192","10814",
"해당 없음","야","8월","2017 년","4171","85","6158",
"해당 없음","야","8월","2018 년","4266","99","6190",
"해당 없음","야","8월","2019 년","4685","62","7080",
"해당 없음","야","8월","2020 년","5635","106","8277",
"해당 없음","야","9월","2005 년","7311","247","11351",
"해당 없음","야","9월","2006 년","7458","244","11349",
"해당 없음","야","9월","2007 년","7176","227","11173",
"해당 없음","야","9월","2008 년","6973","204","10388",
"해당 없음","야","9월","2009 년","7907","206","11694",
"해당 없음","야","9월","2010 년","7419","178","11241",
"해당 없음","야","9월","2011 년","6911","184","10059",
"해당 없음","야","9월","2017 년","4440","121","6373",
"해당 없음","야","9월","2018 년","4251","110","6177",
"해당 없음","야","9월","2019 년","4411","81","6370",
"해당 없음","야","9월","2020 년","5633","116","7914",
"해당 없음","야","10월","2005 년","7475","267","11658",
"해당 없음","야","10월","2006 년","7206","287","11186",
"해당 없음","야","10월","2007 년","7292","247","11148",
"해당 없음","야","10월","2008 년","7585","236","11386",
"해당 없음","야","10월","2009 년","8078","263","12107",
"해당 없음","야","10월","2010 년","8348","263","12691",
"해당 없음","야","10월","2011 년","7838","221","11861",
"해당 없음","야","10월","2017 년","4354","129","6561",
"해당 없음","야","10월","2018 년","4717","97","6759",
"해당 없음","야","10월","2019 년","5067","83","7384",
"해당 없음","야","10월","2020 년","6193","121","9065",
"해당 없음","야","11월","2005 년","7191","239","11045",
"해당 없음","야","11월","2006 년","7464","308","11360",
"해당 없음","야","11월","2007 년","6631","249","9940",
"해당 없음","야","11월","2008 년","7287","212","11182",
"해당 없음","야","11월","2009 년","7566","220","11347",
"해당 없음","야","11월","2010 년","7393","193","11130",
"해당 없음","야","11월","2011 년","7563","222","11168",
"해당 없음","야","11월","2017 년","4417","94","6406",
"해당 없음","야","11월","2018 년","4689","76","6831",
"해당 없음","야","11월","2019 년","4882","77","7115",
"해당 없음","야","11월","2020 년","5824","90","8346",
"해당 없음","야","12월","2005 년","7334","267","11581",
"해당 없음","야","12월","2006 년","6926","240","10714",
"해당 없음","야","12월","2007 년","6730","244","10344",
"해당 없음","야","12월","2008 년","7361","209","11169",
"해당 없음","야","12월","2009 년","7951","182","12196",
"해당 없음","야","12월","2010 년","7241","194","10843",
"해당 없음","야","12월","2011 년","7364","170","11014",
"해당 없음","야","12월","2017 년","4467","110","6532",
"해당 없음","야","12월","2018 년","4517","76","6492",
"해당 없음","야","12월","2019 년","4680","94","6966",
"해당 없음","야","12월","2020 년","5171","75","7064",
"기타불명","주","전체","2005 년","1252","18","1423",
"기타불명","주","전체","2006 년","1004","13","1199",
"기타불명","주","전체","2007 년","1065","16","1261",
"기타불명","주","전체","2008 년","1102","13","1249",
"기타불명","주","전체","2009 년","1224","9","1430",
"기타불명","주","전체","2010 년","1423","7","1623",
"기타불명","주","전체","2011 년","1541","2","1760",
"기타불명","주","전체","2012 년","110212","2383","167306",
"기타불명","주","전체","2013 년","109057","2206","164458",
"기타불명","주","전체","2014 년","116643","2178","174032",
"기타불명","주","전체","2015 년","123277","2080","184778",
"기타불명","주","전체","2016 년","120924","2013","180478",
"기타불명","주","전체","2017 년","36944","731","53484",
"기타불명","주","전체","2018 년","34830","664","50627",
"기타불명","주","전체","2019 년","38154","651","55593",
"기타불명","주","전체","2020 년","7813","144","10368",
"기타불명","주","1월","2005 년","83","0","97",
"기타불명","주","1월","2006 년","62","0","78",
"기타불명","주","1월","2007 년","80","3","96",
"기타불명","주","1월","2008 년","71","0","85",
"기타불명","주","1월","2009 년","71","1","80",
"기타불명","주","1월","2010 년","78","1","87",
"기타불명","주","1월","2011 년","110","0","129",
"기타불명","주","1월","2012 년","8130","188","12554",
"기타불명","주","1월","2013 년","7652","176","11900",
"기타불명","주","1월","2014 년","8113","177","12351",
"기타불명","주","1월","2015 년","8494","159","12996",
"기타불명","주","1월","2016 년","8640","154","13249",
"기타불명","주","1월","2017 년","1508","37","2112",
"기타불명","주","1월","2018 년","2435","50","3487",
"기타불명","주","1월","2019 년","2538","53","3624",
"기타불명","주","1월","2020 년","2693","44","3946",
"기타불명","주","2월","2005 년","77","2","91",
"기타불명","주","2월","2006 년","74","1","85",
"기타불명","주","2월","2007 년","85","1","103",
"기타불명","주","2월","2008 년","51","1","60",
"기타불명","주","2월","2009 년","65","1","77",
"기타불명","주","2월","2010 년","88","0","99",
"기타불명","주","2월","2011 년","65","0","77",
"기타불명","주","2월","2012 년","7845","176","12032",
"기타불명","주","2월","2013 년","6851","125","10738",
"기타불명","주","2월","2014 년","6919","141","10496",
"기타불명","주","2월","2015 년","7577","115","11674",
"기타불명","주","2월","2016 년","8299","130","12728",
"기타불명","주","2월","2017 년","1339","31","1856",
"기타불명","주","2월","2018 년","2368","39","3445",
"기타불명","주","2월","2019 년","2149","26","3321",
"기타불명","주","2월","2020 년","2095","29","2947",
"기타불명","주","3월","2005 년","129","2","144",
"기타불명","주","3월","2006 년","92","0","105",
"기타불명","주","3월","2007 년","99","0","123",
"기타불명","주","3월","2008 년","79","2","85",
"기타불명","주","3월","2009 년","104","1","112",
"기타불명","주","3월","2010 년","108","0","124",
"기타불명","주","3월","2011 년","105","0","141",
"기타불명","주","3월","2012 년","8535","162","12690",
"기타불명","주","3월","2013 년","8562","181","12802",
"기타불명","주","3월","2014 년","9316","142","13744",
"기타불명","주","3월","2015 년","10071","160","14987",
"기타불명","주","3월","2016 년","9763","144","14281",
"기타불명","주","3월","2017 년","2604","45","3619",
"기타불명","주","3월","2018 년","2695","52","3939",
"기타불명","주","3월","2019 년","2802","43","4042",
"기타불명","주","3월","2020 년","1038","24","1329",
"기타불명","주","4월","2005 년","121","5","126",
"기타불명","주","4월","2006 년","87","2","108",
"기타불명","주","4월","2007 년","81","1","90",
"기타불명","주","4월","2008 년","107","2","124",
"기타불명","주","4월","2009 년","109","0","120",
"기타불명","주","4월","2010 년","122","0","138",
"기타불명","주","4월","2011 년","110","0","126",
"기타불명","주","4월","2012 년","9377","210","14258",
"기타불명","주","4월","2013 년","9078","145","13747",
"기타불명","주","4월","2014 년","9814","142","14248",
"기타불명","주","4월","2015 년","10270","162","15576",
"기타불명","주","4월","2016 년","10654","154","15898",
"기타불명","주","4월","2017 년","3697","63","5390",
"기타불명","주","4월","2018 년","2939","53","4328",
"기타불명","주","4월","2019 년","3092","66","4460",
"기타불명","주","4월","2020 년","166","5","183",
"기타불명","주","5월","2005 년","97","1","106",
"기타불명","주","5월","2006 년","78","0","90",
"기타불명","주","5월","2007 년","78","1","99",
"기타불명","주","5월","2008 년","90","1","104",
"기타불명","주","5월","2009 년","105","2","123",
"기타불명","주","5월","2010 년","134","0","149",
"기타불명","주","5월","2011 년","131","1","149",
"기타불명","주","5월","2012 년","10198","194","15400",
"기타불명","주","5월","2013 년","10049","201","14840",
"기타불명","주","5월","2014 년","11058","206","16443",
"기타불명","주","5월","2015 년","11387","182","17168",
"기타불명","주","5월","2016 년","11179","202","16549",
"기타불명","주","5월","2017 년","4001","86","5750",
"기타불명","주","5월","2018 년","3186","76","4632",
"기타불명","주","5월","2019 년","3554","65","5182",
"기타불명","주","5월","2020 년","211","3","222",
"기타불명","주","6월","2005 년","100","0","129",
"기타불명","주","6월","2006 년","85","0","97",
"기타불명","주","6월","2007 년","99","3","115",
"기타불명","주","6월","2008 년","108","0","110",
"기타불명","주","6월","2009 년","121","0","140",
"기타불명","주","6월","2010 년","123","1","134",
"기타불명","주","6월","2011 년","142","0","163",
"기타불명","주","6월","2012 년","9530","218","14115",
"기타불명","주","6월","2013 년","9392","179","14103",
"기타불명","주","6월","2014 년","9814","172","14537",
"기타불명","주","6월","2015 년","9901","187","14261",
"기타불명","주","6월","2016 년","10427","153","15583",
"기타불명","주","6월","2017 년","3629","77","5196",
"기타불명","주","6월","2018 년","3012","52","4213",
"기타불명","주","6월","2019 년","3156","52","4666",
"기타불명","주","6월","2020 년","215","3","224",
"기타불명","주","7월","2005 년","120","1","141",
"기타불명","주","7월","2006 년","88","2","112",
"기타불명","주","7월","2007 년","88","0","102",
"기타불명","주","7월","2008 년","87","1","92",
"기타불명","주","7월","2009 년","114","1","125",
"기타불명","주","7월","2010 년","122","0","145",
"기타불명","주","7월","2011 년","147","0","179",
"기타불명","주","7월","2012 년","9700","183","14784",
"기타불명","주","7월","2013 년","9487","197","14571",
"기타불명","주","7월","2014 년","10308","180","15317",
"기타불명","주","7월","2015 년","10909","166","16160",
"기타불명","주","7월","2016 년","10621","177","16049",
"기타불명","주","7월","2017 년","3434","55","5070",
"기타불명","주","7월","2018 년","3071","58","4420",
"기타불명","주","7월","2019 년","3285","47","4706",
"기타불명","주","7월","2020 년","190","0","202",
"기타불명","주","8월","2005 년","103","1","114",
"기타불명","주","8월","2006 년","82","1","97",
"기타불명","주","8월","2007 년","84","1","105",
"기타불명","주","8월","2008 년","85","0","110",
"기타불명","주","8월","2009 년","93","2","110",
"기타불명","주","8월","2010 년","104","0","122",
"기타불명","주","8월","2011 년","129","0","140",
"기타불명","주","8월","2012 년","9018","180","14104",
"기타불명","주","8월","2013 년","10030","177","15714",
"기타불명","주","8월","2014 년","10167","175","15878",
"기타불명","주","8월","2015 년","10781","171","16747",
"기타불명","주","8월","2016 년","10516","159","16081",
"기타불명","주","8월","2017 년","3512","65","5223",
"기타불명","주","8월","2018 년","2997","53","4560",
"기타불명","주","8월","2019 년","3349","44","5011",
"기타불명","주","8월","2020 년","199","4","222",
"기타불명","주","9월","2005 년","97","1","112",
"기타불명","주","9월","2006 년","78","0","93",
"기타불명","주","9월","2007 년","105","1","133",
"기타불명","주","9월","2008 년","102","0","114",
"기타불명","주","9월","2009 년","130","0","152",
"기타불명","주","9월","2010 년","129","0","140",
"기타불명","주","9월","2011 년","144","1","159",
"기타불명","주","9월","2012 년","9668","218","14562",
"기타불명","주","9월","2013 년","9235","199","13717",
"기타불명","주","9월","2014 년","10294","189","15595",
"기타불명","주","9월","2015 년","11425","187","16912",
"기타불명","주","9월","2016 년","9797","175","14549",
"기타불명","주","9월","2017 년","3556","81","5160",
"기타불명","주","9월","2018 년","3076","64","4566",
"기타불명","주","9월","2019 년","3321","63","4833",
"기타불명","주","9월","2020 년","244","7","264",
"기타불명","주","10월","2005 년","114","1","123",
"기타불명","주","10월","2006 년","77","1","105",
"기타불명","주","10월","2007 년","91","2","98",
"기타불명","주","10월","2008 년","111","3","129",
"기타불명","주","10월","2009 년","107","0","136",
"기타불명","주","10월","2010 년","139","2","166",
"기타불명","주","10월","2011 년","156","0","170",
"기타불명","주","10월","2012 년","10001","246","14853",
"기타불명","주","10월","2013 년","10226","220","14990",
"기타불명","주","10월","2014 년","10990","212","16304",
"기타불명","주","10월","2015 년","11759","226","17569",
"기타불명","주","10월","2016 년","10597","179","15568",
"기타불명","주","10월","2017 년","3279","65","4960",
"기타불명","주","10월","2018 년","3130","62","4475",
"기타불명","주","10월","2019 년","3859","60","5586",
"기타불명","주","10월","2020 년","244","8","253",
"기타불명","주","11월","2005 년","110","2","133",
"기타불명","주","11월","2006 년","105","3","115",
"기타불명","주","11월","2007 년","92","2","107",
"기타불명","주","11월","2008 년","121","1","135",
"기타불명","주","11월","2009 년","106","0","139",
"기타불명","주","11월","2010 년","143","1","160",
"기타불명","주","11월","2011 년","155","0","166",
"기타불명","주","11월","2012 년","9539","227","14198",
"기타불명","주","11월","2013 년","9928","214","14511",
"기타불명","주","11월","2014 년","10403","239","15162",
"기타불명","주","11월","2015 년","10609","175","15886",
"기타불명","주","11월","2016 년","10536","200","15404",
"기타불명","주","11월","2017 년","3459","70","4968",
"기타불명","주","11월","2018 년","3001","56","4345",
"기타불명","주","11월","2019 년","3811","64","5492",
"기타불명","주","11월","2020 년","254","9","267",
"기타불명","주","12월","2005 년","101","2","107",
"기타불명","주","12월","2006 년","96","3","114",
"기타불명","주","12월","2007 년","83","1","90",
"기타불명","주","12월","2008 년","90","2","101",
"기타불명","주","12월","2009 년","99","1","116",
"기타불명","주","12월","2010 년","133","2","159",
"기타불명","주","12월","2011 년","147","0","161",
"기타불명","주","12월","2012 년","8671","181","13756",
"기타불명","주","12월","2013 년","8567","192","12825",
"기타불명","주","12월","2014 년","9447","203","13957",
"기타불명","주","12월","2015 년","10094","190","14842",
"기타불명","주","12월","2016 년","9895","186","14539",
"기타불명","주","12월","2017 년","2926","56","4180",
"기타불명","주","12월","2018 년","2920","49","4217",
"기타불명","주","12월","2019 년","3238","68","4670",
"기타불명","주","12월","2020 년","264","8","309",
"기타불명","야","전체","2005 년","1714","64","2001",
"기타불명","야","전체","2006 년","1482","58","1733",
"기타불명","야","전체","2007 년","1470","48","1743",
"기타불명","야","전체","2008 년","1480","26","1719",
"기타불명","야","전체","2009 년","1632","29","1922",
"기타불명","야","전체","2010 년","1789","24","2119",
"기타불명","야","전체","2011 년","2013","16","2322",
"기타불명","야","전체","2012 년","84243","2185","124761",
"기타불명","야","전체","2013 년","79535","2149","116305",
"기타불명","야","전체","2014 년","82679","1983","120412",
"기타불명","야","전체","2015 년","84180","1946","122472",
"기타불명","야","전체","2016 년","79985","1786","116476",
"기타불명","야","전체","2017 년","24360","592","34338",
"기타불명","야","전체","2018 년","23104","561","32557",
"기타불명","야","전체","2019 년","24511","498","34578",
"기타불명","야","전체","2020 년","6047","119","8018",
"기타불명","야","1월","2005 년","101","2","110",
"기타불명","야","1월","2006 년","120","5","144",
"기타불명","야","1월","2007 년","99","5","110",
"기타불명","야","1월","2008 년","106","4","132",
"기타불명","야","1월","2009 년","110","5","126",
"기타불명","야","1월","2010 년","123","1","147",
"기타불명","야","1월","2011 년","128","1","150",
"기타불명","야","1월","2012 년","6620","166","9905",
"기타불명","야","1월","2013 년","6181","162","9163",
"기타불명","야","1월","2014 년","6055","168","8853",
"기타불명","야","1월","2015 년","6367","172","9288",
"기타불명","야","1월","2016 년","6664","136","9918",
"기타불명","야","1월","2017 년","1090","24","1517",
"기타불명","야","1월","2018 년","1725","35","2539",
"기타불명","야","1월","2019 년","1857","44","2553",
"기타불명","야","1월","2020 년","2019","40","2999",
"기타불명","야","2월","2005 년","133","4","152",
"기타불명","야","2월","2006 년","85","8","93",
"기타불명","야","2월","2007 년","101","8","126",
"기타불명","야","2월","2008 년","100","4","121",
"기타불명","야","2월","2009 년","110","3","125",
"기타불명","야","2월","2010 년","132","1","163",
"기타불명","야","2월","2011 년","94","1","123",
"기타불명","야","2월","2012 년","6556","152","9860",
"기타불명","야","2월","2013 년","5378","161","7974",
"기타불명","야","2월","2014 년","5460","134","8004",
"기타불명","야","2월","2015 년","5600","124","8158",
"기타불명","야","2월","2016 년","5691","134","8313",
"기타불명","야","2월","2017 년","969","23","1288",
"기타불명","야","2월","2018 년","1787","39","2597",
"기타불명","야","2월","2019 년","1531","31","2182",
"기타불명","야","2월","2020 년","1509","31","2068",
"기타불명","야","3월","2005 년","140","3","176",
