"가해자음주정도별","주야별","월별","시점","사고건수[건]","사망자수[명]","부상자수[명]",
"0.03%미만","주","전체","2017 년","136","6","213",
"0.03%미만","주","전체","2018 년","935","11","1360",
"0.03%미만","주","전체","2019 년","136","11","233",
"0.03%미만","주","전체","2020 년","28","0","43",
"0.03%미만","주","1월","2017 년","10","1","15",
"0.03%미만","주","1월","2018 년","811","3","1142",
"0.03%미만","주","1월","2019 년","10","1","13",
"0.03%미만","주","1월","2020 년","4","0","5",
"0.03%미만","주","2월","2017 년","2","0","6",
"0.03%미만","주","2월","2018 년","12","0","20",
"0.03%미만","주","2월","2019 년","8","1","13",
"0.03%미만","주","2월","2020 년","14","0","25",
"0.03%미만","주","3월","2017 년","11","0","15",
"0.03%미만","주","3월","2018 년","5","0","7",
"0.03%미만","주","3월","2019 년","8","0","15",
"0.03%미만","주","3월","2020 년","6","0","9",
"0.03%미만","주","4월","2017 년","13","0","17",
"0.03%미만","주","4월","2018 년","14","2","24",
"0.03%미만","주","4월","2019 년","9","2","13",
"0.03%미만","주","4월","2020 년","1","0","1",
"0.03%미만","주","5월","2017 년","10","0","28",
"0.03%미만","주","5월","2018 년","11","2","19",
"0.03%미만","주","5월","2019 년","13","0","19",
"0.03%미만","주","6월","2017 년","10","0","12",
"0.03%미만","주","6월","2018 년","10","0","22",
"0.03%미만","주","6월","2019 년","12","2","19",
"0.03%미만","주","7월","2017 년","11","0","18",
"0.03%미만","주","7월","2018 년","15","0","30",
"0.03%미만","주","7월","2019 년","5","1","8",
"0.03%미만","주","8월","2017 년","12","2","19",
"0.03%미만","주","8월","2018 년","12","2","17",
"0.03%미만","주","8월","2019 년","8","0","15",
"0.03%미만","주","9월","2017 년","12","1","15",
"0.03%미만","주","9월","2018 년","9","1","22",
"0.03%미만","주","9월","2019 년","10","0","14",
"0.03%미만","주","10월","2017 년","16","2","25",
"0.03%미만","주","10월","2018 년","11","1","20",
"0.03%미만","주","10월","2019 년","16","1","38",
"0.03%미만","주","11월","2017 년","16","0","27",
"0.03%미만","주","11월","2018 년","16","0","25",
"0.03%미만","주","11월","2019 년","23","1","37",
"0.03%미만","주","11월","2020 년","3","0","3",
"0.03%미만","주","12월","2017 년","13","0","16",
"0.03%미만","주","12월","2018 년","9","0","12",
"0.03%미만","주","12월","2019 년","14","2","29",
"0.03%미만","야","전체","2017 년","173","12","253",
"0.03%미만","야","전체","2018 년","766","9","1115",
"0.03%미만","야","전체","2019 년","129","8","189",
"0.03%미만","야","전체","2020 년","27","3","42",
"0.03%미만","야","1월","2017 년","10","0","19",
"0.03%미만","야","1월","2018 년","586","2","843",
"0.03%미만","야","1월","2019 년","11","1","16",
"0.03%미만","야","1월","2020 년","14","2","21",
"0.03%미만","야","2월","2017 년","16","2","19",
"0.03%미만","야","2월","2018 년","23","0","38",
"0.03%미만","야","2월","2019 년","7","0","9",
"0.03%미만","야","2월","2020 년","7","1","11",
"0.03%미만","야","3월","2017 년","18","2","21",
"0.03%미만","야","3월","2018 년","18","0","26",
"0.03%미만","야","3월","2019 년","11","0","11",
"0.03%미만","야","3월","2020 년","5","0","9",
"0.03%미만","야","4월","2017 년","15","0","19",
"0.03%미만","야","4월","2018 년","20","2","25",
"0.03%미만","야","4월","2019 년","11","3","8",
"0.03%미만","야","5월","2017 년","13","3","20",
"0.03%미만","야","5월","2018 년","14","1","24",
"0.03%미만","야","5월","2019 년","10","1","15",
"0.03%미만","야","6월","2017 년","10","1","15",
"0.03%미만","야","6월","2018 년","13","1","17",
"0.03%미만","야","6월","2019 년","10","1","15",
"0.03%미만","야","7월","2017 년","15","2","23",
"0.03%미만","야","7월","2018 년","16","0","30",
"0.03%미만","야","7월","2019 년","8","0","12",
"0.03%미만","야","8월","2017 년","14","0","27",
"0.03%미만","야","8월","2018 년","18","1","28",
"0.03%미만","야","8월","2019 년","12","0","27",
"0.03%미만","야","9월","2017 년","11","0","13",
"0.03%미만","야","9월","2018 년","20","0","38",
"0.03%미만","야","9월","2019 년","12","0","16",
"0.03%미만","야","10월","2017 년","13","2","16",
"0.03%미만","야","10월","2018 년","14","0","17",
"0.03%미만","야","10월","2019 년","12","1","18",
"0.03%미만","야","10월","2020 년","1","0","1",
"0.03%미만","야","11월","2017 년","22","0","27",
"0.03%미만","야","11월","2018 년","10","1","12",
"0.03%미만","야","11월","2019 년","10","0","15",
"0.03%미만","야","12월","2017 년","16","0","34",
"0.03%미만","야","12월","2018 년","14","1","17",
"0.03%미만","야","12월","2019 년","15","1","27",
"측정불응","주","전체","2005 년","72","1","124",
"측정불응","주","전체","2006 년","116","2","204",
"측정불응","주","전체","2007 년","109","1","183",
"측정불응","주","전체","2008 년","117","0","187",
"측정불응","주","전체","2009 년","107","0","174",
"측정불응","주","전체","2010 년","92","0","150",
"측정불응","주","전체","2011 년","104","1","184",
"측정불응","주","전체","2012 년","102","1","164",
"측정불응","주","전체","2013 년","98","1","153",
"측정불응","주","전체","2014 년","76","1","130",
"측정불응","주","전체","2015 년","62","1","102",
"측정불응","주","전체","2016 년","60","0","111",
"측정불응","주","전체","2017 년","74","0","112",
"측정불응","주","전체","2018 년","78","0","129",
"측정불응","주","전체","2019 년","93","0","153",
"측정불응","주","전체","2020 년","99","0","157",
"측정불응","주","1월","2005 년","4","0","6",
"측정불응","주","1월","2006 년","7","0","9",
"측정불응","주","1월","2007 년","9","0","15",
"측정불응","주","1월","2008 년","8","0","12",
"측정불응","주","1월","2009 년","6","0","10",
"측정불응","주","1월","2010 년","6","0","10",
"측정불응","주","1월","2011 년","12","0","19",
"측정불응","주","1월","2012 년","6","0","12",
"측정불응","주","1월","2013 년","8","0","12",
"측정불응","주","1월","2014 년","6","0","10",
"측정불응","주","1월","2015 년","4","0","6",
"측정불응","주","1월","2016 년","6","0","12",
"측정불응","주","1월","2017 년","5","0","9",
"측정불응","주","1월","2018 년","4","0","8",
"측정불응","주","1월","2019 년","8","0","18",
"측정불응","주","1월","2020 년","7","0","11",
"측정불응","주","2월","2005 년","6","0","7",
"측정불응","주","2월","2006 년","6","0","8",
"측정불응","주","2월","2007 년","5","1","11",
"측정불응","주","2월","2008 년","8","0","15",
"측정불응","주","2월","2009 년","9","0","20",
"측정불응","주","2월","2010 년","7","0","9",
"측정불응","주","2월","2011 년","10","0","26",
"측정불응","주","2월","2012 년","3","0","7",
"측정불응","주","2월","2013 년","7","0","14",
"측정불응","주","2월","2014 년","9","0","15",
"측정불응","주","2월","2015 년","4","0","6",
"측정불응","주","2월","2016 년","7","0","12",
"측정불응","주","2월","2017 년","8","0","12",
"측정불응","주","2월","2018 년","3","0","5",
"측정불응","주","2월","2019 년","1","0","1",
"측정불응","주","2월","2020 년","4","0","4",
"측정불응","주","3월","2005 년","5","0","8",
"측정불응","주","3월","2006 년","8","0","14",
"측정불응","주","3월","2007 년","10","0","12",
"측정불응","주","3월","2008 년","7","0","13",
"측정불응","주","3월","2009 년","16","0","25",
"측정불응","주","3월","2010 년","7","0","19",
"측정불응","주","3월","2011 년","5","1","7",
"측정불응","주","3월","2012 년","8","0","11",
"측정불응","주","3월","2013 년","8","0","13",
"측정불응","주","3월","2014 년","5","0","9",
"측정불응","주","3월","2015 년","7","0","8",
"측정불응","주","3월","2016 년","4","0","4",
"측정불응","주","3월","2017 년","3","0","4",
"측정불응","주","3월","2018 년","7","0","16",
"측정불응","주","3월","2019 년","8","0","13",
"측정불응","주","3월","2020 년","7","0","10",
"측정불응","주","4월","2005 년","7","0","10",
"측정불응","주","4월","2006 년","10","0","12",
"측정불응","주","4월","2007 년","4","0","5",
"측정불응","주","4월","2008 년","12","0","12",
"측정불응","주","4월","2009 년","4","0","8",
"측정불응","주","4월","2010 년","6","0","7",
"측정불응","주","4월","2011 년","5","0","6",
"측정불응","주","4월","2012 년","17","1","26",
"측정불응","주","4월","2013 년","10","0","15",
"측정불응","주","4월","2014 년","8","0","8",
"측정불응","주","4월","2015 년","2","0","2",
"측정불응","주","4월","2016 년","6","0","12",
"측정불응","주","4월","2017 년","6","0","22",
"측정불응","주","4월","2018 년","4","0","6",
"측정불응","주","4월","2019 년","5","0","6",
"측정불응","주","4월","2020 년","14","0","27",
"측정불응","주","5월","2005 년","7","0","20",
"측정불응","주","5월","2006 년","10","0","14",
"측정불응","주","5월","2007 년","18","0","37",
"측정불응","주","5월","2008 년","10","0","21",
"측정불응","주","5월","2009 년","7","0","8",
"측정불응","주","5월","2010 년","5","0","6",
"측정불응","주","5월","2011 년","11","0","25",
"측정불응","주","5월","2012 년","13","0","23",
"측정불응","주","5월","2013 년","7","0","7",
"측정불응","주","5월","2014 년","7","0","13",
"측정불응","주","5월","2015 년","5","0","8",
"측정불응","주","5월","2016 년","8","0","19",
"측정불응","주","5월","2017 년","7","0","9",
"측정불응","주","5월","2018 년","6","0","9",
"측정불응","주","5월","2019 년","10","0","18",
"측정불응","주","5월","2020 년","10","0","14",
"측정불응","주","6월","2005 년","5","0","6",
"측정불응","주","6월","2006 년","11","1","18",
"측정불응","주","6월","2007 년","7","0","10",
"측정불응","주","6월","2008 년","13","0","18",
"측정불응","주","6월","2009 년","9","0","16",
"측정불응","주","6월","2010 년","11","0","15",
"측정불응","주","6월","2011 년","6","0","6",
"측정불응","주","6월","2012 년","8","0","14",
"측정불응","주","6월","2013 년","11","0","17",
"측정불응","주","6월","2014 년","7","0","12",
"측정불응","주","6월","2015 년","5","0","10",
"측정불응","주","6월","2016 년","6","0","14",
"측정불응","주","6월","2017 년","9","0","12",
"측정불응","주","6월","2018 년","9","0","11",
"측정불응","주","6월","2019 년","12","0","17",
"측정불응","주","6월","2020 년","5","0","6",
"측정불응","주","7월","2005 년","6","0","9",
"측정불응","주","7월","2006 년","14","0","23",
"측정불응","주","7월","2007 년","6","0","8",
"측정불응","주","7월","2008 년","10","0","19",
"측정불응","주","7월","2009 년","11","0","14",
"측정불응","주","7월","2010 년","8","0","13",
"측정불응","주","7월","2011 년","10","0","16",
"측정불응","주","7월","2012 년","7","0","12",
"측정불응","주","7월","2013 년","9","1","13",
"측정불응","주","7월","2014 년","6","0","13",
"측정불응","주","7월","2015 년","11","0","22",
"측정불응","주","7월","2016 년","5","0","9",
"측정불응","주","7월","2017 년","4","0","6",
"측정불응","주","7월","2018 년","9","0","11",
"측정불응","주","7월","2019 년","7","0","18",
"측정불응","주","7월","2020 년","6","0","6",
"측정불응","주","8월","2005 년","6","1","11",
"측정불응","주","8월","2006 년","13","0","37",
"측정불응","주","8월","2007 년","10","0","16",
"측정불응","주","8월","2008 년","11","0","15",
"측정불응","주","8월","2009 년","7","0","11",
"측정불응","주","8월","2010 년","13","0","24",
"측정불응","주","8월","2011 년","9","0","19",
"측정불응","주","8월","2012 년","10","0","20",
"측정불응","주","8월","2013 년","7","0","10",
"측정불응","주","8월","2014 년","7","1","14",
"측정불응","주","8월","2015 년","4","0","4",
"측정불응","주","8월","2016 년","4","0","5",
"측정불응","주","8월","2017 년","5","0","5",
"측정불응","주","8월","2018 년","8","0","14",
"측정불응","주","8월","2019 년","12","0","22",
"측정불응","주","8월","2020 년","10","0","19",
"측정불응","주","9월","2005 년","5","0","6",
"측정불응","주","9월","2006 년","8","0","15",
"측정불응","주","9월","2007 년","11","0","21",
"측정불응","주","9월","2008 년","12","0","22",
"측정불응","주","9월","2009 년","6","0","12",
"측정불응","주","9월","2010 년","11","0","15",
"측정불응","주","9월","2011 년","9","0","18",
"측정불응","주","9월","2012 년","6","0","7",
"측정불응","주","9월","2013 년","5","0","8",
"측정불응","주","9월","2014 년","5","0","10",
"측정불응","주","9월","2015 년","4","1","5",
"측정불응","주","9월","2016 년","7","0","12",
"측정불응","주","9월","2017 년","7","0","7",
"측정불응","주","9월","2018 년","9","0","20",
"측정불응","주","9월","2019 년","4","0","4",
"측정불응","주","9월","2020 년","14","0","21",
"측정불응","주","10월","2005 년","9","0","18",
"측정불응","주","10월","2006 년","14","1","21",
"측정불응","주","10월","2007 년","8","0","14",
"측정불응","주","10월","2008 년","8","0","12",
"측정불응","주","10월","2009 년","15","0","23",
"측정불응","주","10월","2010 년","5","0","13",
"측정불응","주","10월","2011 년","10","0","16",
"측정불응","주","10월","2012 년","9","0","13",
"측정불응","주","10월","2013 년","11","0","16",
"측정불응","주","10월","2014 년","9","0","12",
"측정불응","주","10월","2015 년","3","0","7",
"측정불응","주","10월","2016 년","3","0","4",
"측정불응","주","10월","2017 년","6","0","9",
"측정불응","주","10월","2018 년","7","0","8",
"측정불응","주","10월","2019 년","8","0","10",
"측정불응","주","10월","2020 년","9","0","11",
"측정불응","주","11월","2005 년","5","0","12",
"측정불응","주","11월","2006 년","11","0","29",
"측정불응","주","11월","2007 년","11","0","21",
"측정불응","주","11월","2008 년","9","0","18",
"측정불응","주","11월","2009 년","8","0","16",
"측정불응","주","11월","2010 년","5","0","7",
"측정불응","주","11월","2011 년","9","0","12",
"측정불응","주","11월","2012 년","7","0","8",
"측정불응","주","11월","2013 년","8","0","17",
"측정불응","주","11월","2014 년","1","0","1",
"측정불응","주","11월","2015 년","8","0","15",
"측정불응","주","11월","2016 년","3","0","7",
"측정불응","주","11월","2017 년","4","0","5",
"측정불응","주","11월","2018 년","6","0","13",
"측정불응","주","11월","2019 년","15","0","21",
"측정불응","주","11월","2020 년","8","0","18",
"측정불응","주","12월","2005 년","7","0","11",
"측정불응","주","12월","2006 년","4","0","4",
"측정불응","주","12월","2007 년","10","0","13",
"측정불응","주","12월","2008 년","9","0","10",
"측정불응","주","12월","2009 년","9","0","11",
"측정불응","주","12월","2010 년","8","0","12",
"측정불응","주","12월","2011 년","8","0","14",
"측정불응","주","12월","2012 년","8","0","11",
"측정불응","주","12월","2013 년","7","0","11",
"측정불응","주","12월","2014 년","6","0","13",
"측정불응","주","12월","2015 년","5","0","9",
"측정불응","주","12월","2016 년","1","0","1",
"측정불응","주","12월","2017 년","10","0","12",
"측정불응","주","12월","2018 년","6","0","8",
"측정불응","주","12월","2019 년","3","0","5",
"측정불응","주","12월","2020 년","5","0","10",
"측정불응","야","전체","2005 년","350","1","634",
"측정불응","야","전체","2006 년","489","4","891",
"측정불응","야","전체","2007 년","471","4","867",
"측정불응","야","전체","2008 년","404","3","718",
"측정불응","야","전체","2009 년","414","1","749",
"측정불응","야","전체","2010 년","428","2","726",
"측정불응","야","전체","2011 년","439","3","760",
"측정불응","야","전체","2012 년","411","3","706",
"측정불응","야","전체","2013 년","370","2","656",
"측정불응","야","전체","2014 년","260","4","443",
"측정불응","야","전체","2015 년","284","1","479",
"측정불응","야","전체","2016 년","197","3","308",
"측정불응","야","전체","2017 년","235","2","398",
"측정불응","야","전체","2018 년","286","1","498",
"측정불응","야","전체","2019 년","238","0","374",
"측정불응","야","전체","2020 년","371","0","585",
"측정불응","야","1월","2005 년","30","0","54",
"측정불응","야","1월","2006 년","38","1","76",
"측정불응","야","1월","2007 년","29","0","59",
"측정불응","야","1월","2008 년","36","0","61",
"측정불응","야","1월","2009 년","28","0","56",
"측정불응","야","1월","2010 년","42","0","69",
"측정불응","야","1월","2011 년","33","0","51",
"측정불응","야","1월","2012 년","34","0","58",
"측정불응","야","1월","2013 년","47","0","88",
"측정불응","야","1월","2014 년","17","0","35",
"측정불응","야","1월","2015 년","28","0","40",
"측정불응","야","1월","2016 년","21","0","29",
"측정불응","야","1월","2017 년","28","0","48",
"측정불응","야","1월","2018 년","30","0","53",
"측정불응","야","1월","2019 년","21","0","31",
"측정불응","야","1월","2020 년","26","0","46",
"측정불응","야","2월","2005 년","20","0","31",
"측정불응","야","2월","2006 년","29","0","59",
"측정불응","야","2월","2007 년","39","1","65",
"측정불응","야","2월","2008 년","34","0","77",
"측정불응","야","2월","2009 년","40","0","85",
"측정불응","야","2월","2010 년","29","0","49",
"측정불응","야","2월","2011 년","35","0","59",
"측정불응","야","2월","2012 년","35","0","66",
"측정불응","야","2월","2013 년","27","0","50",
"측정불응","야","2월","2014 년","26","0","45",
"측정불응","야","2월","2015 년","32","0","56",
"측정불응","야","2월","2016 년","24","0","49",
"측정불응","야","2월","2017 년","15","0","25",
"측정불응","야","2월","2018 년","30","0","64",
"측정불응","야","2월","2019 년","18","0","25",
"측정불응","야","2월","2020 년","35","0","55",
"측정불응","야","3월","2005 년","30","1","46",
"측정불응","야","3월","2006 년","40","0","69",
"측정불응","야","3월","2007 년","52","0","94",
"측정불응","야","3월","2008 년","40","0","62",
"측정불응","야","3월","2009 년","35","0","64",
"측정불응","야","3월","2010 년","36","0","59",
"측정불응","야","3월","2011 년","46","0","74",
"측정불응","야","3월","2012 년","40","1","79",
"측정불응","야","3월","2013 년","43","0","74",
"측정불응","야","3월","2014 년","24","1","46",
"측정불응","야","3월","2015 년","19","1","35",
"측정불응","야","3월","2016 년","18","0","27",
"측정불응","야","3월","2017 년","16","1","26",
"측정불응","야","3월","2018 년","19","0","33",
"측정불응","야","3월","2019 년","18","0","32",
"측정불응","야","3월","2020 년","31","0","57",
"측정불응","야","4월","2005 년","22","0","39",
"측정불응","야","4월","2006 년","42","2","85",
"측정불응","야","4월","2007 년","40","0","85",
"측정불응","야","4월","2008 년","36","0","55",
"측정불응","야","4월","2009 년","40","0","62",
"측정불응","야","4월","2010 년","44","0","71",
"측정불응","야","4월","2011 년","40","0","75",
"측정불응","야","4월","2012 년","38","0","65",
"측정불응","야","4월","2013 년","31","0","55",
"측정불응","야","4월","2014 년","24","0","38",
"측정불응","야","4월","2015 년","26","0","40",
"측정불응","야","4월","2016 년","18","3","33",
"측정불응","야","4월","2017 년","20","0","34",
"측정불응","야","4월","2018 년","22","0","36",
"측정불응","야","4월","2019 년","26","0","43",
"측정불응","야","4월","2020 년","26","0","41",
"측정불응","야","5월","2005 년","25","0","41",
"측정불응","야","5월","2006 년","34","0","50",
"측정불응","야","5월","2007 년","44","0","85",
"측정불응","야","5월","2008 년","28","0","53",
"측정불응","야","5월","2009 년","31","0","56",
"측정불응","야","5월","2010 년","34","0","60",
"측정불응","야","5월","2011 년","37","0","65",
"측정불응","야","5월","2012 년","30","0","55",
"측정불응","야","5월","2013 년","30","1","49",
"측정불응","야","5월","2014 년","21","0","37",
"측정불응","야","5월","2015 년","23","0","34",
"측정불응","야","5월","2016 년","13","0","17",
"측정불응","야","5월","2017 년","18","0","22",
"측정불응","야","5월","2018 년","18","0","35",
"측정불응","야","5월","2019 년","19","0","31",
"측정불응","야","5월","2020 년","30","0","45",
"측정불응","야","6월","2005 년","29","0","52",
"측정불응","야","6월","2006 년","36","0","64",
"측정불응","야","6월","2007 년","29","0","74",
"측정불응","야","6월","2008 년","26","0","50",
"측정불응","야","6월","2009 년","37","0","62",
"측정불응","야","6월","2010 년","36","0","63",
"측정불응","야","6월","2011 년","33","1","63",
"측정불응","야","6월","2012 년","28","2","39",
"측정불응","야","6월","2013 년","25","1","34",
"측정불응","야","6월","2014 년","18","0","22",
"측정불응","야","6월","2015 년","25","0","27",
"측정불응","야","6월","2016 년","8","0","19",
"측정불응","야","6월","2017 년","17","1","34",
"측정불응","야","6월","2018 년","24","1","34",
"측정불응","야","6월","2019 년","21","0","35",
"측정불응","야","6월","2020 년","32","0","45",
"측정불응","야","7월","2005 년","27","0","65",
"측정불응","야","7월","2006 년","51","0","82",
"측정불응","야","7월","2007 년","36","0","61",
"측정불응","야","7월","2008 년","42","0","76",
"측정불응","야","7월","2009 년","38","0","82",
"측정불응","야","7월","2010 년","32","0","59",
"측정불응","야","7월","2011 년","42","0","74",
"측정불응","야","7월","2012 년","37","0","61",
"측정불응","야","7월","2013 년","24","0","46",
"측정불응","야","7월","2014 년","22","0","36",
"측정불응","야","7월","2015 년","25","0","49",
"측정불응","야","7월","2016 년","18","0","27",
"측정불응","야","7월","2017 년","21","0","34",
"측정불응","야","7월","2018 년","26","0","41",
"측정불응","야","7월","2019 년","15","0","19",
"측정불응","야","7월","2020 년","37","0","58",
"측정불응","야","8월","2005 년","28","0","41",
"측정불응","야","8월","2006 년","44","0","74",
"측정불응","야","8월","2007 년","33","2","52",
"측정불응","야","8월","2008 년","22","0","39",
"측정불응","야","8월","2009 년","28","0","58",
"측정불응","야","8월","2010 년","46","1","65",
"측정불응","야","8월","2011 년","36","1","59",
"측정불응","야","8월","2012 년","25","0","45",
"측정불응","야","8월","2013 년","20","0","34",
"측정불응","야","8월","2014 년","26","0","51",
"측정불응","야","8월","2015 년","29","0","46",
"측정불응","야","8월","2016 년","13","0","16",
"측정불응","야","8월","2017 년","15","0","27",
"측정불응","야","8월","2018 년","26","0","45",
"측정불응","야","8월","2019 년","20","0","26",
"측정불응","야","8월","2020 년","30","0","40",
"측정불응","야","9월","2005 년","39","0","71",
"측정불응","야","9월","2006 년","43","0","83",
"측정불응","야","9월","2007 년","47","0","82",
"측정불응","야","9월","2008 년","19","0","34",
"측정불응","야","9월","2009 년","32","0","46",
"측정불응","야","9월","2010 년","23","0","40",
"측정불응","야","9월","2011 년","24","0","44",
"측정불응","야","9월","2012 년","32","0","54",
"측정불응","야","9월","2013 년","23","0","39",
"측정불응","야","9월","2014 년","22","0","30",
"측정불응","야","9월","2015 년","19","0","39",
"측정불응","야","9월","2016 년","11","0","17",
"측정불응","야","9월","2017 년","16","0","31",
"측정불응","야","9월","2018 년","30","0","55",
"측정불응","야","9월","2019 년","14","0","19",
"측정불응","야","9월","2020 년","28","0","38",
"측정불응","야","10월","2005 년","41","0","87",
"측정불응","야","10월","2006 년","49","0","100",
"측정불응","야","10월","2007 년","41","0","72",
"측정불응","야","10월","2008 년","29","0","60",
"측정불응","야","10월","2009 년","34","0","50",
"측정불응","야","10월","2010 년","44","1","73",
"측정불응","야","10월","2011 년","31","0","52",
"측정불응","야","10월","2012 년","25","0","42",
"측정불응","야","10월","2013 년","33","0","61",
"측정불응","야","10월","2014 년","22","1","37",
"측정불응","야","10월","2015 년","10","0","15",
"측정불응","야","10월","2016 년","21","0","31",
"측정불응","야","10월","2017 년","19","0","40",
"측정불응","야","10월","2018 년","17","0","34",
"측정불응","야","10월","2019 년","20","0","28",
"측정불응","야","10월","2020 년","37","0","56",
"측정불응","야","11월","2005 년","31","0","60",
"측정불응","야","11월","2006 년","52","1","88",
"측정불응","야","11월","2007 년","41","0","76",
"측정불응","야","11월","2008 년","39","1","63",
"측정불응","야","11월","2009 년","39","0","61",
"측정불응","야","11월","2010 년","27","0","59",
"측정불응","야","11월","2011 년","42","1","75",
"측정불응","야","11월","2012 년","49","0","85",
"측정불응","야","11월","2013 년","32","0","58",
"측정불응","야","11월","2014 년","18","2","37",
"측정불응","야","11월","2015 년","18","0","36",
"측정불응","야","11월","2016 년","18","0","23",
"측정불응","야","11월","2017 년","24","0","37",
"측정불응","야","11월","2018 년","23","0","37",
"측정불응","야","11월","2019 년","21","0","39",
"측정불응","야","11월","2020 년","33","0","60",
"측정불응","야","12월","2005 년","28","0","47",
"측정불응","야","12월","2006 년","31","0","61",
"측정불응","야","12월","2007 년","40","1","62",
"측정불응","야","12월","2008 년","53","2","88",
"측정불응","야","12월","2009 년","32","1","67",
"측정불응","야","12월","2010 년","35","0","59",
"측정불응","야","12월","2011 년","40","0","69",
"측정불응","야","12월","2012 년","38","0","57",
"측정불응","야","12월","2013 년","35","0","68",
"측정불응","야","12월","2014 년","20","0","29",
"측정불응","야","12월","2015 년","30","0","62",
"측정불응","야","12월","2016 년","14","0","20",
"측정불응","야","12월","2017 년","26","0","40",
"측정불응","야","12월","2018 년","21","0","31",
"측정불응","야","12월","2019 년","25","0","46",
"측정불응","야","12월","2020 년","26","0","44",
"측정불능","주","전체","2005 년","5","0","6",
"측정불능","주","전체","2006 년","55","1","77",
"측정불능","주","전체","2007 년","76","6","108",
"측정불능","주","전체","2008 년","35","1","57",
"측정불능","주","전체","2009 년","50","0","67",
"측정불능","주","전체","2010 년","31","4","51",
"측정불능","주","전체","2011 년","28","3","45",
"측정불능","주","전체","2012 년","48","3","75",
"측정불능","주","전체","2013 년","66","4","84",
"측정불능","주","전체","2014 년","49","3","71",
"측정불능","주","전체","2015 년","84","7","136",
"측정불능","주","전체","2016 년","104","7","142",
"측정불능","주","전체","2017 년","147","10","188",
"측정불능","주","전체","2018 년","170","5","237",
"측정불능","주","전체","2019 년","257","8","361",
"측정불능","주","전체","2020 년","42","3","58",
"측정불능","주","1월","2006 년","3","0","3",
"측정불능","주","1월","2007 년","8","1","12",
"측정불능","주","1월","2008 년","1","0","2",
"측정불능","주","1월","2009 년","2","0","2",
"측정불능","주","1월","2010 년","1","0","1",
"측정불능","주","1월","2012 년","4","0","5",
"측정불능","주","1월","2013 년","3","1","2",
"측정불능","주","1월","2014 년","3","1","2",
"측정불능","주","1월","2015 년","3","0","3",
"측정불능","주","1월","2016 년","6","0","9",
"측정불능","주","1월","2017 년","7","0","8",
"측정불능","주","1월","2018 년","15","0","20",
"측정불능","주","1월","2019 년","20","1","28",
"측정불능","주","1월","2020 년","19","3","18",
"측정불능","주","2월","2005 년","1","0","1",
"측정불능","주","2월","2006 년","8","0","9",
"측정불능","주","2월","2007 년","8","0","13",
"측정불능","주","2월","2008 년","5","0","6",
"측정불능","주","2월","2009 년","3","0","5",
"측정불능","주","2월","2010 년","2","0","3",
"측정불능","주","2월","2011 년","3","0","6",
"측정불능","주","2월","2012 년","6","0","14",
"측정불능","주","2월","2013 년","2","0","3",
"측정불능","주","2월","2014 년","3","0","3",
"측정불능","주","2월","2015 년","5","1","8",
"측정불능","주","2월","2016 년","7","1","7",
"측정불능","주","2월","2017 년","8","0","8",
"측정불능","주","2월","2018 년","4","0","5",
"측정불능","주","2월","2019 년","23","1","29",
"측정불능","주","2월","2020 년","14","0","25",
"측정불능","주","3월","2006 년","3","0","5",
"측정불능","주","3월","2007 년","6","0","6",
"측정불능","주","3월","2008 년","4","0","6",
"측정불능","주","3월","2009 년","5","0","6",
"측정불능","주","3월","2011 년","1","0","4",
"측정불능","주","3월","2012 년","4","1","7",
"측정불능","주","3월","2013 년","2","0","2",
"측정불능","주","3월","2014 년","3","0","4",
"측정불능","주","3월","2015 년","3","0","4",
"측정불능","주","3월","2016 년","15","1","18",
"측정불능","주","3월","2017 년","7","0","7",
"측정불능","주","3월","2018 년","16","1","18",
"측정불능","주","3월","2019 년","17","1","25",
"측정불능","주","3월","2020 년","2","0","4",
"측정불능","주","4월","2006 년","3","0","8",
"측정불능","주","4월","2007 년","10","0","14",
"측정불능","주","4월","2008 년","2","0","3",
"측정불능","주","4월","2009 년","3","0","3",
"측정불능","주","4월","2010 년","2","1","2",
"측정불능","주","4월","2011 년","1","0","1",
"측정불능","주","4월","2012 년","4","0","6",
"측정불능","주","4월","2013 년","9","0","13",
"측정불능","주","4월","2014 년","3","0","3",
"측정불능","주","4월","2015 년","9","0","21",
"측정불능","주","4월","2016 년","10","1","13",
"측정불능","주","4월","2017 년","11","0","19",
"측정불능","주","4월","2018 년","7","1","14",
"측정불능","주","4월","2019 년","28","0","41",
"측정불능","주","5월","2006 년","4","0","7",
"측정불능","주","5월","2007 년","6","1","6",
"측정불능","주","5월","2008 년","3","0","4",
"측정불능","주","5월","2009 년","6","0","9",
"측정불능","주","5월","2010 년","3","0","6",
"측정불능","주","5월","2011 년","3","0","3",
"측정불능","주","5월","2012 년","2","0","3",
"측정불능","주","5월","2013 년","4","0","5",
"측정불능","주","5월","2014 년","4","0","9",
"측정불능","주","5월","2015 년","6","0","6",
"측정불능","주","5월","2016 년","9","0","11",
"측정불능","주","5월","2017 년","19","1","26",
"측정불능","주","5월","2018 년","12","1","16",
"측정불능","주","5월","2019 년","31","2","38",
"측정불능","주","6월","2006 년","5","0","5",
"측정불능","주","6월","2007 년","7","0","10",
"측정불능","주","6월","2008 년","3","0","4",
"측정불능","주","6월","2009 년","5","0","7",
"측정불능","주","6월","2010 년","2","0","3",
